Nome;Generazione;Rilasci;Anno di rilascio;Dismissione;Unita vendute;GPU;Produttore;CPU;Dispositivi di controllo;RAM totale;Supporto di memoria;Gioco più diffuso;Logo;URL;Foto;Descrizione;Proprietario;QRTYPE
Fairchild Channel F;Seconda;[{'Data': 'agosto 1976', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Flag_of_the_United_States.svg'}];1976;1983;"250.000
";;Fairchild Semiconductor;Fairchild F8;"Joystick e paddle insieme";"64 byte RAM
2 kB video buffer";Cartucce;;https://upload.wikimedia.org/wikipedia/commons/3/38/Channel_F_Logo.svg;https://it.wikipedia.org/api/rest_v1/page/html/Fairchild Channel F;https://upload.wikimedia.org/wikipedia/commons/3/3c/Channelf.png;"La Fairchild Channel F è stata la prima console programmabile basata su cartucce con memoria ROM e ha dato inizio alla seconda generazione di console.

La console fu anche la prima in assoluto ad utilizzare un microprocessore. Questa CPU, realizzata da Robert Noyce (co-fondatore di Intel), permetteva di scrivere giochi dotati di intelligenza artificiale e quindi di poter giocare ""contro il computer"", quando le altre concorrenti permettevano al massimo di giocare contro un altro giocatore umano.

Altra sua caratteristica peculiare sono i controller: dei joystick senza base e con una impugnatura anatomica, alla cui sommità c'è un pomello per il controllo direzionale a 8 vie. Quest'ultimo può essere utilizzato sia come joystick che come paddle (ruotandolo), ma può anche essere premuto o tirato.

";Leandro Macrini
Famicom Disk System;Terza;[{'Data': '21 febbraio 1986', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg'}, {'Data': '', 'Flag': None}];1986;1993;4,5 milioni;;Nintendo;Nessuno;;;Floppy Disk;;https://upload.wikimedia.org/wikipedia/commons/c/c7/Family_Computer_Disk_System_logo.png;https://it.wikipedia.org/api/rest_v1/page/html/Famicom Disk System;https://upload.wikimedia.org/wikipedia/commons/f/fe/Nintendo-Famicom-Disk-System.jpg;"Il Family Computer Disk System (ファミリー コンピュータ ディスク システム), meglio noto come FamiCom Disk System (abbreviato FDS), è una periferica prodotta da Nintendo per la console Family Computer (FamiCom) e distribuita esclusivamente in Giappone tra il 1986 e il 1993. Consente di eseguire giochi su floppy disk anziché su cartuccia.

Grazie alla vasta libreria di giochi, in Giappone ne sono state vendute 4,5 milioni di copie, di cui mezzo milione già nei primi tre mesi dal lancio.

Lanciata nel 1986 tramite un accordo con la Mitsumi per l'utilizzo del formato Quick Disk ed allo scopo di risparmiare sui componenti delle cartucce. Permetteva titoli dalle meccaniche e longevità superiori e la possibilità di salvare i progressi in maniera economica.

Non fu mai importata negli USA a causa di una serie di problemi tecnici, il prezzo alto e la facilità di copia dei dischi da parte della pirateria informatica.";Leandro Macrini
FM Towns Marty;Quinta;[{'Data': '20 febbraio 1993', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg'}];1993;1995;45.000;;Fujitsu;AMD 386SX 32-bit @ 16 MHz;"Joypad
Mouse";2 MB;"CD-ROM
Floppy Disk";;https://upload.wikimedia.org/wikipedia/commons/c/c4/FM_Towns_Marty_Logo.png;https://it.wikipedia.org/api/rest_v1/page/html/FM Towns Marty;https://upload.wikimedia.org/wikipedia/commons/d/d0/FM-Towns-Marty-Console-Set.png;"L'FM Towns Marty (エフ エム タウン ズマーティー) è una console prodotta da Fujitsu dal 1993, esclusivamente per il mercato giapponese.

Fu la prima console a 32-bit equipaggiata con un drive CD-ROM e uno floppy disk. Basata sul computer FM Towns commercializzato nel 1989, il Marty usa gli stessi supporti ed è retrocompatibile con i vecchi giochi del computer FM Towns, ma spesso non compatibile con quelli più nuovi.

Malgrado l'ottimo hardware per supportare i giochi vendette poco, anche perché la serie di computer PC-98 di NEC dominava in Giappone, lasciando poco spazio prima che l'invasione del DOS/V prendesse il controllo del mercato.

Nel 1994 venne rilasciato l'FM Towns Marty 2 ma era di fatto identica alla precedente.
Curiosa anche la versione FM Towns Car Marty, oggi molto rara, concepita per essere installata sulle automobili.";Leandro Macrini
Gamate;Quarta;[{'Data': '', 'Flag': None}];2023;fine 1993 circa;"Sconosciute
";;Bit Corporation;NCR 81489;;16 kB;Cartucce;;https://upload.wikimedia.org/wikipedia/commons/1/10/Gamate_Logo.svg;https://it.wikipedia.org/api/rest_v1/page/html/Gamate;https://upload.wikimedia.org/wikipedia/commons/f/f8;"Il Gamate (nome originale 超級小子 chaoji xiaozi, lett. ""super ragazzo"") è una console portatile realizzata nel 1990 dalla compagnia Bit Corporation di Taiwan.

Il Gamate venne realizzato come alternativa economica al più celebre Game Boy, rispetto al quale era tecnicamente inferiore.
La console ebbe poco successo, ma oltre che a Taiwan fu venduta in molte nazioni, con diffusione relativamente ampia in Italia, dove era distribuita dalla GiG.";;8
Game Boy;Quarta;[{'Data': '21 aprile 1989', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg'}, {'Data': '31 luglio 1989', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/2/26/Flags_of_Canada_and_the_United_States.svg'}, {'Data': '28 settembre 1990', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Flag_of_Europe.svg'}, {'Data': '', 'Flag': None}];1989;2003;118,69 milioni;;Nintendo;Sharp LR35902 @ 4,19 MHz;;"8 kB RAM
8 kB VRAM";Cartucce;"Tetris (35 milioni, gioco incluso)
Pokémon Rosso e Blu (32,5 milioni)";https://upload.wikimedia.org/wikipedia/commons/3/39/Gameboy_logo.svg;https://it.wikipedia.org/api/rest_v1/page/html/Game Boy;https://upload.wikimedia.org/wikipedia/commons/7/7c/Game-Boy-FL.png;"Il Game Boy (ゲーム ボーイ) è una console portatile per videogiochi monocromatica prodotta e commercializzata da Nintendo tra il 21 aprile 1989 e il 23 marzo 2003.
La sua lunga permanenza e il dominio quasi assoluto sul mercato la rende una delle console più longeve ed importanti della storia.

Realizzato dal gruppo Nintendo Research & Development 1, guidato da Gunpei Yokoi e Satoru Okada, venne sviluppato come successore dei Game & Watch.
A suo tempo divenne il sistema portatile di riferimento, nonostante l'uscita di molti concorrenti con caratteristiche tecniche ben più avanzate, ed è ad oggi una delle icone più riconosciute della storia dei videogiochi.

La versione per Game Boy di Tetris è considerata la prima killer application della console portatili, un gioco cioè in grado di attrarre all'acquisto della console anche un pubblico che non era necessariamente appassionato di videogiochi.";Leandro Macrini
Game Boy Advance;Sesta;;2001;2010;"81,51 milioni";;Nintendo;"ARM7TDMI @ 16,78 MHz
Z80 @ 8,338 MHz";;"32 kB CPU RAM
256 kB RAM
96 kB VRAM";"Cartucce GBA
Cartucce GBC
Cartucce GB";Pokémon Rubino e Zaffiro (16,22 milioni);https://upload.wikimedia.org/wikipedia/commons/5/50/Game_Boy_Advance_logo.svg;https://it.wikipedia.org/api/rest_v1/page/html/Game Boy Advance;https://upload.wikimedia.org/wikipedia/commons/9/98/Nintendo-Game-Boy-Advance-Milky-Blue-FL.jpg;"Il Game Boy Advance, abbreviato GBA, è una console portatile a 32 bit sviluppata, prodotta e commercializzata dalla Nintendo dal 2001.

Tecnicamente molto simile allo SNES è in grando di riprodurre giochi di elevata complessità e limitatamente anche in 3D. La CPU Z80 integrata garantisce la compatibilità con i giochi dei precedenti Game Boy.

Col il secondo modello, il Game Boy Advance SP, oltre ad un nuovo design, arrivano anche retroilluminazione e batteria ricaricabile. Ultima versione prodotta è invece il Game Boy Micro, caratterizzato dalle dimensione ridotte e dalla perdita della retrocompatibilità.

Nonostante le enormi vendite, il Game Boy Advance ebbe incredibilmente vita produttiva relativamente breve. L'uscita ed il successo del Nintendo DS nel 2004, che era inizialmente anche retrocompatibile con le cartucce del GBA, pose fine del tutto alla linea Game Boy.";Leandro Macrini
Game Boy Color;Quinta;[{'Data': '21 ottobre 1998', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg'}, {'Data': '18 novembre 1998', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/2/26/Flags_of_Canada_and_the_United_States.svg'}, {'Data': '23 novembre 1998', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Flag_of_Europe.svg'}, {'Data': '', 'Flag': None}];1998;2003;"49 milioni
";;Nintendo;Sharp LR35902 @ 4,19 MHz;;;Cartucce;Pokémon Oro e Argento, Metal Gear: Ghost Babel;https://upload.wikimedia.org/wikipedia/commons/c/c5/Game_Boy_Color_logo.svg;https://it.wikipedia.org/api/rest_v1/page/html/Game Boy Color;https://upload.wikimedia.org/wikipedia/commons/f/f9/Game-Boy-Color-Purple.jpg;"Il Game Boy Color (ゲーム ボーイ カラー) è una console portatile di Nintendo successore dell'originale Game Boy.
La console fu messa in commercio ad ottobre 1998 in Giappone e, soltanto un mese dopo, nel resto del mondo.

È dotata di uno schermo a colori non retroilluminato. È leggermente più spesso e più alto del Game Boy Pocket, il suo immediato predecessore e presenta uno schermo leggermente più piccolo. Come per il Game Boy originale, ha un processore a 8 bit personalizzato realizzato da Sharp che è considerato un ibrido tra l'Intel 8080 e lo Zilog Z80.

I suoi principali concorrenti erano le portatili a 16 bit in scala di grigi, Neo Geo Pocket di SNK e WonderSwan di Bandai. Al suo rilascio SNK e Bandai risposero rispettivamente con Neo Geo Pocket Color e WonderSwan Color, ma questo influì poco sulle vendite di Nintendo.";Leandro Macrini
Game Boy Pocket;Quarta;[{'Data': 'giugno 1997', 'Flag': None}];1997;1 ottobre 2001;"133,10 milioni
";;Nintendo;Sharp LR35902 @ 4,19 MHz;;;Cartucce;Tetris (89,06 milioni);https://upload.wikimedia.org/wikipedia/commons/5/5a/Game_Boy_Pocket_Logo.svg;https://it.wikipedia.org/api/rest_v1/page/html/Game Boy Pocket;https://upload.wikimedia.org/wikipedia/commons/d/d4/Gameboy_Pocket.jpg;"Il Game Boy Pocket (ゲーム ボーイ ポケット) è la versione rimodellata e leggermente ridisegnata dell'originale Game Boy.

Posto in commercio nel 1996 da Nintendo, presentava una forma più piccola e sottile, diverse colorazioni (argentato, bianco, nero, rosso, verde, blu, giallo e trasparente), ed uno schermo nuovo, leggermente più grande e con toni di grigio.
La console è completamente retrocompatibile con la precedente.

Ci furono anche delle edizioni limitate del Game Boy Pocket, come il colore Metallic Ice Blue e Pink, ma furono rilasciate tutte esclusivamente per il suolo giapponese.

In Italia fu distribuito nel 1998 dalla Mattel e dal 2000 in poi dalla GiG Electronics.
Ha venduto oltre 75 milioni di copie, aiutando Nintendo a continuare la lunga egemonia sul mercato delle console portatili.";Leandro Macrini
Game Gear;Quarta;[{'Data': '16 ottobre 1990', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg'}, {'Data': '26 aprile 1991', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/2/26/Flags_of_Canada_and_the_United_States.svg'}, {'Data': '26 aprile 1991', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Flag_of_Europe.svg'}, {'Data': '1992', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/5/51/Flag_of_Australasian_team_for_Olympic_games.svg'}, {'Data': '', 'Flag': None}];1990;1997;10,62 milioni;;SEGA;Zilog Z80 @ 3,5 MHz;;"8 kB RAM
16 kB VRAM";Cartucce;"Columns (gioco incluso)
Sonic 2 (400.000)";https://upload.wikimedia.org/wikipedia/commons/b/b8/Game_Gear_logo_Sega.png;https://it.wikipedia.org/api/rest_v1/page/html/Game Gear;https://upload.wikimedia.org/wikipedia/commons/c/cf/Sega-Game-Gear-WB.png;"Il SEGA Game Gear (セガ ゲーム ギア) è una console portatile di quarta generazione a 8 bit rilasciata da SEGA il 6 ottobre 1990 in Giappone ed in seguito nel resto del mondo.

Immessa sul mercato in fretta per competere e provare a superare il successo del Game Boy, si è comunque garantita un vantaggio rispetto alle rivali Atari Lynx e TurboExpress, anche grazie alla sua vasta libreria di giochi e il suo prezzo competitivo.

Tuttavia, a causa della breve durata delle batterie, della mancanza di nuovi giochi originali e dello scarso supporto da parte di SEGA, il Game Gear non fu in grado di superare il Game Boy, vendendo complessivamente 10,62 milioni di unità.

Fu dismesso del tutto a Marzo 1997 ma ebbe anche una seconda vita in Brasile quando venne rilasciato come sistema economico da Majesco Entertainment nel 2000.";Leandro Macrini
Game.com;Quinta;[{'Data': '1997', 'Flag': None}];1997;;;;Tiger Electronics;Sharp sm8521;Schermo Tattile;;Cartucce;Lights Out (gioco incluso);https://upload.wikimedia.org/wikipedia/commons/7/79/GameCom-Handheld.jpg;https://it.wikipedia.org/api/rest_v1/page/html/Game.com;;"Il Game.com (scritto tutto minuscolo nel logo, pronunciato omettendo il punto) è una console portatile monocromatica prodotta e distribuita da Tiger Electronics nel settembre 1997.

Anche se dedicato a un target più adulto, con lo stile sportivo del PDA (caratteristiche e funzioni come touch screen e stilo) la Tiger sperava che avrebbe rivaleggiato con il Game Boy della Nintendo. Diversamente da altre console portatili, le prime console Game.com includono due slot per le cartucce di gioco o un modem da 14,4 kbps, anche se i modelli successivi furono convertiti allo standard industriale dello slot singolo.";
GameCube;Sesta;[{'Data': '14 settembre 2001', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg'}, {'Data': '18 novembre 2001', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/2/26/Flags_of_Canada_and_the_United_States.svg'}, {'Data': '3 maggio 2002', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Flag_of_Europe.svg'}, {'Data': '', 'Flag': None}];2001;2007;21,74 milioni;"ATI ""Flipper""";Nintendo;IBM RISC Gekko 32 bit @ 485 MHz;"GameCube Controller
WaveBird";40 MB;Nintendo Optical Disc;Super Smash Bros. Melee (7,09 milioni);https://upload.wikimedia.org/wikipedia/commons/5/55/Nintendo_Gamecube-Logo.svg;https://it.wikipedia.org/api/rest_v1/page/html/GameCube;https://upload.wikimedia.org/wikipedia/commons/2/2b/GameCube-Console-Set.png;"Il GameCube (ゲーム キューブ) è una console prodotta da Nintendo dal 2001.

È stata la prima console Nintendo a utilizzare i dischi ottici come supporto di memorizzazione principale. I suoi dischi, in formato simile a mini DVD, lo rendevano un sistema non progettato per riprodurre DVD di dimensioni standard o CD audio, a differenza delle sue concorrenti contemporanee, portando il sistema a specializzarsi esclusivamente sui videogiochi.

La console ebbe limitatamente anche un supporto per il gioco in rete e può connettersi al Game Boy Advance, tramite cavo apposito che consente ai giocatori di accedere a funzionalità di gioco esclusive utilizzando la portatile come secondo schermo e controller.

L'accoglienza raccolta dal GameCube fu generalmente positiva. Il suo successore, la Wii, è basata su un hardware molto simile e i primi modelli offrivano retrocompatibilità con la maggior parte dei videogiochi GameCube.";Leandro Macrini
GameStick;Ottava;[];;;;;PlayJam Ltd;Amlogic 8726-MX;Controller wireless;;"Nand 8GB
Lettore Micro SD";;;https://it.wikipedia.org/api/rest_v1/page/html/GameStick;;"GameStick è una console casalinga dalle dimensioni simili ad una chiavetta USB, con un connettore HDMI da collegare alla TV, due ingressi USB per la ricarica e per collegare periferiche ed un lettore di microSD per aumentarne la quantità di memoria. Il tipico alloggiamento ""in off"" è situato all'interno del suo pad, risultando la console più piccola di quest'ultimo. Sistema operativo Android Jelly Bean 4.1.2. Gamestick è una console finanziata su kickstarter piccola come una Pennetta USB. La console è nata nel 2013 grazie alla Playjam ltd una software house di videogames per smart tv.

L'idea era di creare una console adatta a un pubblico di casual gamer o di giocatori che non pretendono alte prestazioni; gamestick al lancio contava su 60 titoli, nel 2015 sono 449. I giochi sono quasi tutti di buona qualità e riescono a divertire il giocatore.

Il diretto rivale di gamestick è Ouya una console nata sempre su Kickstarter. Ouya a differenza di Gamestick è una open console.";
Hanimex HMG-7900;Seconda;[{'Data': '1983', 'Flag': None}];1983;;;;Hanimex;NEC D779C 300;;;Cartucce;;https://upload.wikimedia.org/wikipedia/commons/7/76/Hanimex_HMG_7900.jpg;https://it.wikipedia.org/api/rest_v1/page/html/Hanimex HMG-7900;;"L'Hanimex HMG-7900 è una console per videogiochi prodotta da Hanimex nel 1983.
La console è un prodotto a basso costo, destinato anche per i mercati asiatici con poca disponibilità economica. La console è stata venduta con diversi nomi da diverse aziende; per esempio si conosce la console Rollet Videocolor di colore giallo (per il mercato asiatico) o la console Soundic Soundicvision SD-200 che ha lo stesso case dell'Hanimex o la Soundic SD-290 Programmable Colour Video Game (venduto in Francia anche come ITMC Programmable Colour Video Game SD-290 e JouéClub SD-290). Tutte le console sono prodotte da Soundic ad Hong-Kong (nel nome del modello, SD-290, SD è l'abbreviazione di Soundic).";
Intellivision;Seconda;[{'Data': '', 'Flag': None}];1979;1991;oltre 3,75 milioni;STIC;Mattel;GI CP1610;Joypad con tastierino;"1 kB RAM
6 kB ROM";Cartucce;"Las Vegas Poker & Blackjack (2 milioni, gioco incluso)";https://upload.wikimedia.org/wikipedia/commons/0/0b/Intellivision-logo.svg;https://it.wikipedia.org/api/rest_v1/page/html/Intellivision;https://upload.wikimedia.org/wikipedia/commons/f/fc/Intellivision-Console-Set.png;"L'Intellivision (Intelligent Television) è una console di seconda generazione messa in commercio da Mattel nel 1979.
Da un punto di vista tecnico fu la prima console a 16 bit, anche se il set di istruzioni della CPU e delle cartucce è a 10 bit.

In quel periodo il settore del mercato era dominato dall'Atari 2600. L'Intellivision però riuscì a mettere seriamente in discussione questo predominio. Oltre a giochi di buona qualità, venne prodotta un'efficace campagna pubblicitaria che comparava ed attaccava senza riguardi le sue capacità rispetto a quelle dell'Atari 2600.

Nel 1981 l'Intellivision fu anche il primo sistema a permettere il download di giochi, quando la General Instruments in collaborazione con la Mattel produsse un dispositivo chiamato PlayCable, permettendo il reperimento dei videogiochi attraverso la TV via cavo. I giochi scaricati però non erano memorizzabili e svanivano con lo spegnimento della console.";Leandro Macrini
Interton VC 4000;Seconda;[{'Data': '1978', 'Flag': None}];1978;1983;;Signetics 2636;Interton;Signetics 2650A;Joystick analogico con tastierino;;Cartucce;;https://upload.wikimedia.org/wikipedia/commons/4/4c/Interton_VC_4000_Logo.png;https://it.wikipedia.org/api/rest_v1/page/html/Interton VC 4000;;"Il VC 4000 (Video Computer 4000) è una console prodotta dall'azienda tedesca Interton nel 1978.

Fa parte di un gruppo di console compatibili, lanciato dalla Radofin con il 1292 Advanced Programmable Video System, basate su un microprocessore comune e su giochi su cartuccia. Vennero prodotte varianti da parecchie aziende, in differenti paesi e con differenti nomi. Tra queste la VC 4000 spicca per il suo ampio parco titoli, che veniva aggiornato con uscite periodiche e numerate, questo rese la console uno dei sistemi più popolari in Europa. Non tutte le versioni sono compatibili tra loro, a causa di differenze nelle forme e nelle dimensioni delle cartucce e delle porte delle stesse. Usando degli adattatori è possibile utilizzare i giochi di un sistema su un altro.

Oggi poco conosciuta, ha importanza storica in quanto primo sistema tedesco di ampia diffusione con un catalogo indipendente di giochi inediti.";Leandro Macrini
Magnavox Odyssey;Prima;[{'Data': '1972', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Flag_of_the_United_States.svg'}, {'Data': '1972', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Mexico.svg'}, {'Data': '1973', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/8/83/Flag_of_the_United_Kingdom_%283-5%29.svg'}, {'Data': '1973', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Egypt.svg'}, {'Data': '1974', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Flag_of_Europe.svg'}, {'Data': '1974 (versione Export)', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/0/03/Flag_of_Italy.svg'}];1972;1975;330000;;Magnavox;Assente;Paddle, Lightgun;;Circuiti estraibili;;https://upload.wikimedia.org/wikipedia/commons/a/a4/Magnavox_Odyssey_Logo.svg;https://it.wikipedia.org/api/rest_v1/page/html/Magnavox Odyssey;https://upload.wikimedia.org/wikipedia/commons/9/99/Magnavox-Odyssey-Console-Set.jpg;"La Magnavox Odyssey è stata la prima console per videogiochi domestica uscita sul mercato, presentata a maggio 1972, precedette Pong della Atari di 3 mesi.

Progettata in casa già nel 1968 da Ralph Baer (inventore anche del gioco Simon della Mattel) elaborando un suo precedente progetto.
Per cambiare gioco usa una scheda con circuito stampato da inserire in una porta simile a quella per le cartucce; le schede non hanno componenti ma solo collegamenti che modificano la risposta della console.
Di fatto la console è soltanto in grado di generare due quadrati controllati dai giocatori, uno gestito dalla console e una linea verticale. Il resto della grafica è affidato a dei fogli trasparenti da attaccare alla tv.
Non è presente alcun tipo di sonoro.

Negli anni Magnavox affrontò diverse cause legali che in larga parte vinse, garantedosi guadagni e royalties anche da Coleco, Mattel, Activision e dalla stessa Nintendo.";Leandro Macrini
Microvision;Seconda;[{'Data': '1979', 'Flag': None}];1979;1981;;;Smith Engineering;"Intel MCS-48 o TI TMS1100 (su cartuccia)"  ;Paddle;"64 bytes RAM, 2 kB ROM";Cartucce;Block Buster;https://upload.wikimedia.org/wikipedia/commons/6/62/Milton_Bradley_Microvision_Logo.png;https://it.wikipedia.org/api/rest_v1/page/html/Microvision;https://upload.wikimedia.org/wikipedia/commons/1/1d/Milton-Bradley-Microvision-Handheld-FL.png;"Il Microvision è una console portatile sviluppata per la Milton Bradley Company (MB) nel 1979.

Sviluppata da Jay Smith (autore anche del Vectrex), è considerata la prima vera console portatile dotata di cartucce intercambiabili. Era infatti possibile usarla per giocare ad un qualsiasi gioco programmato su apposite cartucce con schermo, e poteva essere tenuta in mano durante l'utilizzo.
La console non era basata su un microprocessore specifico ed i suoi giochi erano distribuiti tramite speciali cartucce che contenevano anche la CPU.

Lo schermo piccolo, i pochi giochi sviluppati (tredici) e una pessima disposizione dei tasti portarono alla dismissione della console già nel 1981. Inoltre, per via degli standard di costruzione utilizzati all'epoca, la maggior parte delle console esistenti oggi hanno schermi danneggiati, problemi alla circuiteria o alle plastiche.";Leandro Macrini
Neo Geo CD;Quarta;[{'Data': '9 settembre 1994', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg'}, {'Data': 'ottobre 1995', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/2/26/Flags_of_Canada_and_the_United_States.svg'}, {'Data': 'novembre 1994', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Flag_of_Europe.svg'}, {'Data': '', 'Flag': None}];1994;1998;570.000;;SNK;Motorola 68000 @ 14 MHz;Joypad;7 MB;CD-ROM;;https://upload.wikimedia.org/wikipedia/commons/a/a2/Neo-Geo-CD-TopLoader-wController-FL.jpg;https://it.wikipedia.org/api/rest_v1/page/html/Neo Geo CD;;"Il Neo Geo CD è una console sviluppata dalla SNK e immessa nel mercato nel 1994

Questa versione è dotata di un lettore di CD-ROM a differenza del classico Neo Geo e lo scopo dell'unità era sostanzialmente quello di ridurre i costi di produzione di console e giochi.
L'unità è però dotata di un lettore molto lento a singola velocità, che costringe l'utente ad attese molto lunghe per i caricamenti.

Sono state messe in commercio tre versioni del Neo Geo CD:
""Front Loading"", con carrello disco frontalmente, distribuita nel solo Giappone in numero limitato (25000 esemplari)

""Top Loading"", il modello più comune, distribuito in tutto il mondo.

""Neo Geo CDZ"", ultimo modello, distribuito nel solo Giappone, dotato di una maggiore quantità di memoria, così da ridurre i tempi di caricamento";Leandro Macrini
Neo Geo Pocket;Quinta;[{'Data': '27 ottobre 1998', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg'}, {'Data': '1998', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Flag_of_Europe.svg'}, {'Data': '', 'Flag': None}];1998;1999;;;SNK;"Toshiba TLCS900H @ 6,144 MHz
Zilog Z80 @ 3,072 MHz";;"12 kB RAM
4 kB RAM for Z80
64 KB ROM";Cartucce;;https://upload.wikimedia.org/wikipedia/commons/7/71/SNK_NeoGeo_Pocket_logo.png;https://it.wikipedia.org/api/rest_v1/page/html/Neo Geo Pocket;https://upload.wikimedia.org/wikipedia/commons/c/c3/Neo_Geo_Pocket_Flat_Front.jpg;"Il Neo Geo Pocket è una console portatile monocromatica sviluppata dalla SNK. Venne presentato in Giappone alla fine del 1998.

Il sistema venne venduto solo in Giappone, Asia ed Europa. Nonostante la sua ridotta vita vennero sviluppati alcuni giochi notevoli come Samurai Shodown e King of Fighters R-1.

Era tecnicamente superiore al concorrente Game Boy e inizialmente ebbe un po' di successo, ma due mesi dopo del Neo Geo Pocket uscì l'acclamato Game Boy Color. Ci fu scarsità di nuovi giochi e il pubblico perse presto interesse nel Neo Geo Pocket, per cui anche la SNK puntò su un successore a colori.

Ha una compatibilità in avanti con la console successiva, cosa piuttosto rara nel mondo dei videogiochi, può utilizzare quindi molti giochi a colori.";Leandro Macrini
Neo Geo Pocket Color;Sesta;[{'Data': 'marzo 1999', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg'}, {'Data': 'agosto 1999', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/2/26/Flags_of_Canada_and_the_United_States.svg'}, {'Data': 'giugno 1999', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Flag_of_Europe.svg'}, {'Data': '', 'Flag': None}];1999;2001;;;SNK;"Toshiba TLCS900H @ 6,144 MHz
Zilog Z80 @ 3,072 MHz";;"12 kB RAM
4 kB RAM for Z80
64 KB ROM";Cartucce;;https://upload.wikimedia.org/wikipedia/commons/5/55/Neo_Geo_Pocket_Color_logo.svg;https://it.wikipedia.org/api/rest_v1/page/html/Neo Geo Pocket Color;https://upload.wikimedia.org/wikipedia/commons/6/6c/Neo_Geo_Pocket_Color_Front.jpg;"Il Neo Geo Pocket Color è una console portatile sviluppata da SNK e commercializzata nel 1999 successore dell'originale Neo Geo Pocket.

La console è dotata di un display a colori a 16 bit ed è retrocompatibile con il precedente Neo Geo Pocket.
Il nome della console deriva dal Neo Geo, famosa piattaforma arcade e casalinga sempre di SNK, per sfruttarne la scia del successo commerciale.
La scelta di mantenere uno schermo non retroilluminato è stata fatta per aumentare la longevità delle batterie, stimata in circa 40 ore di gioco con solo due pile stilo.

Del Neo Geo Pocket Color state prodotte molte versioni della console delle più svariate colorazioni.

Il Neo Geo Pocket Color è totalmente retrocompatibile con le cartucce del Neo Geo Pocket.";Leandro Macrini
Neo-Geo AES;Quarta;[{'Data': '1990', 'Flag': None}];1990;2004;;;SNK;Motorola 68000 @ 12 MHz;Joypad;;Cartucce;;https://upload.wikimedia.org/wikipedia/commons/6/6d/Neo-Geo_mvs_logo.png;https://it.wikipedia.org/api/rest_v1/page/html/Neo Geo;https://upload.wikimedia.org/wikipedia/commons/9/9b;"Neo Geo (ネオ ジオ), indicato anche con le grafie Neo-Geo, NeoGeo o NEO•GEO (come appare sul logo), è una tecnologia per videogiochi commercializzata tra il 1990 e il 2004, utilizzata nella scheda per videogiochi arcade Neo Geo Multi Video System (MVS) e nella console per uso domestico Neo Geo Advanced Entertainment System (AES).

Il nome ha un significato ben preciso, ovvero ""nuovo mondo"" riferito al fatto di poter contare su cabinati più economici e configurabili più facilmente per quel che riguarda il sistema MVS, mentre l'AES rappresentava il primo sistema casalingo in grado di riprodurre i videogiochi delle sale giochi con assoluta fedeltà, tuttavia a causa dell'elevato costo ebbe scarsa diffusione.

Il Neo Geo AES fu supportato attivamente dalla SNK con nuove uscite di giochi dal 1991 al 2004; da questo punto di vista è la console domestica più longeva della storia.";Leandro Macrini
